pedestrians,towards_manhattan,towards_brooklyn,date,weather,events
48,26,22,2018-02-15,partly-cloudy-night,nan
37,24,13,2018-05-04,partly-cloudy-night,nan
283,177,106,2018-06-03,partly-cloudy-day,nan
291,146,145,2018-04-19,partly-cloudy-night,nan
2023,971,1052,2018-06-07,clear-day,nan
18,10,8,2018-03-07,snow,nan
87,46,41,2018-02-18,clear-day,nan
1693,918,775,2018-06-07,clear-day,nan
85,45,40,2018-02-26,clear-night,nan
774,375,399,2018-03-13,partly-cloudy-day,nan
921,504,417,2018-02-06,cloudy,nan
12,9,3,2018-03-04,partly-cloudy-night,nan
781,373,408,2018-03-20,partly-cloudy-day,nan
9,3,6,2018-04-21,clear-night,nan
2,1,1,2018-02-23,cloudy,nan
3,2,1,2018-06-04,rain,nan
1369,726,643,2018-06-01,clear-day,nan
6,2,4,2018-02-09,clear-night,nan
46,31,15,2018-03-02,partly-cloudy-day,nan
1630,770,860,2018-02-17,partly-cloudy-day,nan
574,279,295,2018-03-23,partly-cloudy-day,nan
5,4,1,2018-05-15,partly-cloudy-night,nan
143,55,88,2018-02-16,partly-cloudy-day,nan
88,55,33,2018-04-16,rain,nan
1777,939,838,2018-06-05,partly-cloudy-day,nan
994,455,539,2018-02-13,clear-day,nan
1378,605,773,2018-04-11,clear-day,nan
1,0,1,2018-03-02,rain,nan
1709,774,935,2018-06-04,partly-cloudy-day,nan
531,279,252,2018-04-03,partly-cloudy-day,nan
18,10,8,2018-04-06,clear-night,nan
2180,1018,1162,2018-05-07,clear-day,nan
11,3,8,2018-04-28,partly-cloudy-night,nan
4058,1980,2078,2018-03-31,clear-day,nan
3,1,2,2018-03-13,partly-cloudy-night,nan
26,8,18,2018-05-02,clear-night,nan
15,9,6,2018-03-26,clear-night,nan
0,0,0,2018-03-14,clear-night,nan
1010,444,566,2018-04-15,wind,nan
358,151,207,2018-05-06,partly-cloudy-night,nan
107,102,5,2018-02-24,partly-cloudy-night,nan
2172,980,1192,2018-06-02,clear-day,nan
331,173,158,2018-03-10,cloudy,nan
107,47,60,2018-05-06,partly-cloudy-night,nan
5,3,2,2018-02-21,cloudy,nan
119,65,54,2018-04-24,clear-night,nan
207,79,128,2018-04-07,cloudy,nan
873,444,429,2018-02-25,partly-cloudy-day,nan
1093,627,466,2018-04-30,partly-cloudy-day,nan
37,27,10,2018-06-02,clear-night,nan
2,1,1,2018-03-22,snow,nan
2253,1060,1193,2018-05-25,clear-day,nan
188,94,94,2018-03-03,clear-day,nan
236,114,122,2018-05-30,cloudy,nan
1059,453,606,2018-03-08,snow,nan
643,246,397,2018-04-01,clear-night,Easter Sunday
2118,954,1164,2018-05-24,clear-day,nan
1800,987,813,2018-05-24,clear-day,nan
5,1,4,2018-06-11,partly-cloudy-night,nan
999,622,377,2018-02-19,clear-day,Presidents' Day (regional holiday)
444,213,231,2018-03-12,partly-cloudy-night,nan
232,77,155,2018-02-20,fog,nan
516,145,371,2018-06-12,clear-day,nan
92,43,49,2018-04-10,clear-night,nan
14,7,7,2018-02-28,clear-night,nan
2154,1325,829,2018-05-12,rain,nan
1600,883,717,2018-05-04,clear-day,nan
320,127,193,2018-02-27,clear-day,nan
1097,571,526,2018-05-13,rain,Mother's Day
1640,1064,576,2018-05-25,clear-day,nan
50,24,26,2018-03-11,partly-cloudy-night,Daylight Saving Time starts
186,66,120,2018-02-09,clear-day,nan
51,28,23,2018-03-02,rain,nan
66,43,23,2018-05-04,partly-cloudy-night,nan
1926,1080,846,2018-02-18,clear-day,nan
326,219,107,2018-04-13,clear-night,nan
13,9,4,2018-04-29,cloudy,nan
325,122,203,2018-05-31,cloudy,nan
1917,869,1048,2018-05-10,partly-cloudy-day,nan
171,78,93,2018-05-10,partly-cloudy-day,nan
282,136,146,2018-04-21,clear-night,nan
9,5,4,2018-04-18,partly-cloudy-night,nan
259,142,117,2018-03-01,partly-cloudy-night,nan
60,56,4,2018-02-10,rain,nan
228,123,105,2018-03-10,clear-day,nan
445,220,225,2018-04-25,rain,nan
125,78,47,2018-02-13,partly-cloudy-night,nan
1615,948,667,2018-03-25,partly-cloudy-day,nan
57,16,41,2018-03-07,partly-cloudy-day,nan
206,89,117,2018-05-17,clear-night,nan
14,5,9,2018-03-02,partly-cloudy-night,nan
261,138,123,2018-05-30,partly-cloudy-night,nan
165,137,28,2018-02-08,partly-cloudy-night,nan
2123,1019,1104,2018-04-23,clear-day,nan
2,0,2,2018-02-25,partly-cloudy-night,nan
323,178,145,2018-03-12,clear-day,nan
18,10,8,2018-03-06,clear-night,nan
1423,857,566,2018-02-26,clear-day,nan
48,46,2,2018-02-07,rain,nan
1764,839,925,2018-06-11,clear-day,nan
1,0,1,2018-02-15,partly-cloudy-night,nan
1100,501,599,2018-02-15,partly-cloudy-day,nan
1027,482,545,2018-05-16,partly-cloudy-day,nan
755,344,411,2018-06-06,partly-cloudy-day,nan
2878,1299,1579,2018-04-22,clear-day,nan
74,62,12,2018-04-01,partly-cloudy-night,Easter Sunday
11,6,5,2018-06-01,cloudy,nan
18,12,6,2018-05-24,clear-night,nan
58,23,35,2018-03-19,clear-night,nan
199,78,121,2018-03-14,clear-day,nan
113,56,57,2018-06-10,partly-cloudy-day,nan
178,96,82,2018-03-24,partly-cloudy-night,nan
3,1,2,2018-03-17,clear-night,St. Patrick's Day
1393,753,640,2018-06-04,partly-cloudy-day,nan
3,2,1,2018-03-03,partly-cloudy-night,nan
1,0,1,2018-03-15,partly-cloudy-night,nan
5,2,3,2018-04-02,partly-cloudy-night,nan
196,110,86,2018-04-10,clear-night,nan
4,0,4,2018-03-09,partly-cloudy-night,nan
155,71,84,2018-05-21,clear-night,nan
278,130,148,2018-04-06,partly-cloudy-night,nan
1719,1015,704,2018-05-11,clear-day,nan
382,218,164,2018-05-26,clear-day,nan
205,99,106,2018-03-16,clear-day,nan
1538,696,842,2018-03-19,clear-day,nan
505,229,276,2018-05-09,clear-night,nan
72,41,31,2018-05-27,clear-night,nan
194,84,110,2018-03-30,partly-cloudy-night,nan
87,75,12,2018-05-10,partly-cloudy-night,nan
989,569,420,2018-05-22,partly-cloudy-day,nan
107,50,57,2018-03-04,partly-cloudy-night,nan
370,178,192,2018-02-11,rain,nan
15,9,6,2018-06-07,cloudy,nan
136,52,84,2018-02-13,clear-day,nan
2,1,1,2018-03-26,clear-night,nan
564,264,300,2018-04-03,rain,nan
2523,1181,1342,2018-05-18,clear-day,nan
274,114,160,2018-06-08,partly-cloudy-night,nan
1013,524,489,2018-02-09,partly-cloudy-day,nan
580,323,257,2018-02-18,clear-night,nan
10,8,2,2018-05-13,cloudy,Mother's Day
1703,867,836,2018-06-03,partly-cloudy-day,nan
98,48,50,2018-02-24,partly-cloudy-day,nan
240,169,71,2018-03-15,partly-cloudy-night,nan
22,10,12,2018-03-21,partly-cloudy-night,nan
239,132,107,2018-04-27,partly-cloudy-day,nan
131,39,92,2018-05-28,cloudy,Memorial Day
472,177,295,2018-06-06,partly-cloudy-day,nan
529,253,276,2018-04-21,clear-night,nan
557,302,255,2018-03-23,clear-day,nan
1859,994,865,2018-05-23,partly-cloudy-day,nan
14,5,9,2018-04-16,rain,nan
6,2,4,2018-03-15,partly-cloudy-night,nan
1323,600,723,2018-03-05,cloudy,nan
811,404,407,2018-02-26,clear-night,nan
495,246,249,2018-03-25,partly-cloudy-night,nan
583,349,234,2018-05-31,partly-cloudy-day,nan
42,21,21,2018-03-18,clear-night,nan
2022,942,1080,2018-05-02,partly-cloudy-day,nan
296,163,133,2018-05-16,rain,nan
53,36,17,2018-03-26,clear-night,nan
1605,818,787,2018-02-10,partly-cloudy-day,nan
1919,819,1100,2018-04-22,clear-day,nan
2,1,1,2018-04-04,cloudy,nan
2079,1050,1029,2018-05-17,clear-day,nan
261,103,158,2018-04-26,partly-cloudy-day,nan
1952,997,955,2018-02-21,clear-day,nan
1748,973,775,2018-06-08,clear-day,nan
2258,1029,1229,2018-05-14,partly-cloudy-day,nan
1681,880,801,2018-04-07,partly-cloudy-day,nan
71,58,13,2018-05-13,partly-cloudy-night,Mother's Day
1951,919,1032,2018-05-29,clear-day,nan
11,6,5,2018-05-16,partly-cloudy-night,nan
1199,525,674,2018-04-12,partly-cloudy-day,nan
280,122,158,2018-04-16,partly-cloudy-night,nan
59,38,21,2018-05-08,clear-night,nan
107,99,8,2018-03-17,clear-night,St. Patrick's Day
1838,835,1003,2018-05-06,cloudy,nan
1841,724,1117,2018-03-27,clear-day,nan
3,2,1,2018-03-09,partly-cloudy-night,nan
1931,930,1001,2018-03-11,clear-day,Daylight Saving Time starts
9,2,7,2018-06-03,partly-cloudy-night,nan
2517,1116,1401,2018-05-01,clear-day,nan
100,42,58,2018-05-31,partly-cloudy-day,nan
1945,893,1052,2018-03-03,clear-day,nan
774,358,416,2018-03-20,partly-cloudy-day,nan
222,83,139,2018-05-22,clear-day,nan
11,5,6,2018-03-06,clear-night,nan
124,62,62,2018-03-28,partly-cloudy-night,nan
762,511,251,2018-05-19,rain,nan
94,48,46,2018-03-21,snow,nan
733,327,406,2018-02-16,partly-cloudy-day,nan
53,27,26,2018-04-06,partly-cloudy-night,nan
1239,619,620,2018-04-09,partly-cloudy-day,nan
78,51,27,2018-05-25,clear-night,nan
1,0,1,2018-03-13,partly-cloudy-night,nan
189,110,79,2018-05-02,partly-cloudy-night,nan
1220,520,700,2018-03-09,partly-cloudy-day,nan
3050,1498,1552,2018-04-14,clear-day,nan
18,11,7,2018-05-05,clear-night,Cinco de Mayo
8,6,2,2018-02-24,cloudy,nan
207,93,114,2018-03-13,clear-night,nan
39,19,20,2018-05-02,clear-night,nan
2282,1201,1081,2018-05-14,clear-day,nan
273,94,179,2018-03-19,clear-day,nan
15,7,8,2018-03-26,clear-night,nan
218,66,152,2018-02-14,partly-cloudy-day,Valentine's Day
44,18,26,2018-03-02,rain,nan
7,6,1,2018-06-07,cloudy,nan
1273,726,547,2018-02-21,partly-cloudy-day,nan
10,4,6,2018-03-18,clear-night,nan
138,95,43,2018-02-17,snow,nan
861,474,387,2018-05-11,clear-day,nan
750,417,333,2018-02-10,rain,nan
1001,518,483,2018-03-23,clear-day,nan
2038,923,1115,2018-06-01,partly-cloudy-day,nan
1413,600,813,2018-06-10,cloudy,nan
1031,424,607,2018-02-28,clear-day,nan
18,7,11,2018-04-20,clear-night,nan
23,13,10,2018-05-24,clear-night,nan
1729,755,974,2018-05-09,clear-day,nan
1591,742,849,2018-03-18,clear-day,nan
1854,922,932,2018-05-30,clear-day,nan
503,181,322,2018-04-05,clear-night,nan
1943,998,945,2018-05-25,clear-day,nan
163,70,93,2018-04-30,partly-cloudy-day,nan
1988,990,998,2018-02-17,clear-day,nan
2422,1048,1374,2018-04-07,partly-cloudy-day,nan
2497,1163,1334,2018-05-21,clear-day,nan
1758,706,1052,2018-05-03,partly-cloudy-day,nan
1149,541,608,2018-02-14,partly-cloudy-day,Valentine's Day
50,31,19,2018-04-17,partly-cloudy-night,Tax Day
228,99,129,2018-04-02,clear-night,nan
2284,1065,1219,2018-06-08,partly-cloudy-day,nan
1709,814,895,2018-05-15,clear-day,nan
9,4,5,2018-03-29,cloudy,nan
513,355,158,2018-04-08,clear-day,nan
109,36,73,2018-05-12,partly-cloudy-night,nan
3,0,3,2018-02-16,partly-cloudy-night,nan
1267,598,669,2018-03-12,clear-day,nan
33,12,21,2018-03-22,clear-night,nan
4,1,3,2018-02-26,partly-cloudy-night,nan
169,74,95,2018-06-10,clear-night,nan
708,265,443,2018-05-05,clear-night,Cinco de Mayo
126,59,67,2018-02-23,partly-cloudy-day,nan
29,17,12,2018-05-08,clear-night,nan
20,10,10,2018-02-23,partly-cloudy-night,nan
4,2,2,2018-02-15,partly-cloudy-night,nan
294,145,149,2018-02-08,clear-day,nan
50,34,16,2018-03-04,cloudy,nan
996,472,524,2018-04-16,partly-cloudy-day,nan
1013,527,486,2018-03-15,clear-day,nan
16,6,10,2018-02-12,partly-cloudy-night,nan
57,29,28,2018-05-28,cloudy,Memorial Day
742,417,325,2018-06-09,clear-day,nan
74,33,41,2018-04-28,partly-cloudy-night,nan
718,354,364,2018-02-06,partly-cloudy-day,nan
52,29,23,2018-04-21,clear-night,nan
255,113,142,2018-05-02,clear-day,nan
1546,693,853,2018-06-04,cloudy,nan
1380,674,706,2018-03-04,partly-cloudy-day,nan
2508,1282,1226,2018-05-20,partly-cloudy-day,nan
2,0,2,2018-04-11,clear-night,nan
2788,1165,1623,2018-04-29,partly-cloudy-day,nan
131,77,54,2018-04-04,clear-night,nan
451,279,172,2018-02-24,partly-cloudy-night,nan
32,12,20,2018-03-21,snow,nan
1823,939,884,2018-04-13,clear-day,nan
1126,665,461,2018-06-10,partly-cloudy-day,nan
2384,1008,1376,2018-05-01,clear-day,nan
0,0,0,2018-03-07,partly-cloudy-night,nan
30,16,14,2018-04-27,clear-night,nan
10,7,3,2018-03-20,clear-night,nan
518,196,322,2018-05-09,clear-day,nan
249,146,103,2018-02-25,rain,nan
4,2,2,2018-03-05,partly-cloudy-night,nan
1558,883,675,2018-06-06,cloudy,nan
386,159,227,2018-06-11,partly-cloudy-day,nan
817,461,356,2018-06-02,clear-day,nan
19,11,8,2018-04-12,partly-cloudy-night,nan
1805,1128,677,2018-04-21,clear-day,nan
26,10,16,2018-06-08,clear-night,nan
98,44,54,2018-04-15,cloudy,nan
179,80,99,2018-05-24,clear-night,nan
738,323,415,2018-05-03,clear-day,nan
1101,649,452,2018-03-31,clear-day,nan
4,1,3,2018-04-24,clear-night,nan
107,79,28,2018-02-22,partly-cloudy-night,nan
105,41,64,2018-04-19,rain,nan
1976,916,1060,2018-03-25,partly-cloudy-day,nan
687,273,414,2018-05-03,rain,nan
4,0,4,2018-03-27,clear-night,nan
460,254,206,2018-03-27,clear-day,nan
1008,467,541,2018-03-01,clear-day,nan
111,82,29,2018-02-11,partly-cloudy-night,nan
2,1,1,2018-02-27,clear-night,nan
328,173,155,2018-03-16,clear-day,nan
41,22,19,2018-05-27,clear-night,nan
3,2,1,2018-04-07,cloudy,nan
2084,921,1163,2018-06-09,clear-day,nan
3,1,2,2018-03-10,clear-night,nan
2251,972,1279,2018-05-12,cloudy,nan
36,16,20,2018-06-01,cloudy,nan
1685,785,900,2018-05-10,clear-day,nan
433,227,206,2018-03-05,partly-cloudy-day,nan
1652,757,895,2018-03-04,partly-cloudy-day,nan
2898,1415,1483,2018-05-26,clear-day,nan
65,26,39,2018-05-19,cloudy,nan
199,148,51,2018-02-27,clear-night,nan
252,128,124,2018-04-25,rain,nan
13,10,3,2018-04-05,clear-night,nan
1700,872,828,2018-03-15,partly-cloudy-day,nan
125,43,82,2018-04-30,partly-cloudy-night,nan
1747,811,936,2018-02-20,clear-day,nan
1144,623,521,2018-02-15,clear-day,nan
151,79,72,2018-06-04,clear-night,nan
357,232,125,2018-05-20,partly-cloudy-day,nan
0,0,0,2018-04-16,rain,nan
49,26,23,2018-03-30,partly-cloudy-night,nan
2003,917,1086,2018-05-04,partly-cloudy-day,nan
1,0,1,2018-05-09,clear-night,nan
136,55,81,2018-03-24,clear-day,nan
21,10,11,2018-03-04,partly-cloudy-night,nan
452,277,175,2018-02-13,clear-night,nan
39,20,19,2018-02-25,rain,nan
20,11,9,2018-05-18,clear-night,nan
709,374,335,2018-02-09,partly-cloudy-day,nan
166,74,92,2018-03-10,partly-cloudy-night,nan
63,35,28,2018-04-08,clear-night,nan
2,0,2,2018-03-22,snow,nan
37,22,15,2018-03-08,clear-night,nan
54,20,34,2018-06-07,cloudy,nan
2134,969,1165,2018-05-25,clear-day,nan
46,40,6,2018-04-28,rain,nan
29,14,15,2018-06-12,clear-night,nan
33,31,2,2018-03-02,rain,nan
1224,583,641,2018-02-26,partly-cloudy-day,nan
486,186,300,2018-05-27,cloudy,nan
1389,693,696,2018-05-07,partly-cloudy-day,nan
5,4,1,2018-03-16,clear-night,nan
357,113,244,2018-04-01,clear-night,Easter Sunday
109,45,64,2018-02-19,clear-day,Presidents' Day (regional holiday)
1,1,0,2018-02-10,partly-cloudy-night,nan
642,344,298,2018-04-07,partly-cloudy-day,nan
51,32,19,2018-05-13,cloudy,Mother's Day
1839,832,1007,2018-03-24,clear-day,nan
2398,1111,1287,2018-06-03,partly-cloudy-day,nan
1022,495,527,2018-03-19,clear-day,nan
24,14,10,2018-05-10,partly-cloudy-night,nan
216,93,123,2018-05-22,partly-cloudy-night,nan
167,92,75,2018-05-24,clear-day,nan
1181,503,678,2018-04-27,partly-cloudy-day,nan
98,60,38,2018-02-19,partly-cloudy-night,Presidents' Day (regional holiday)
944,408,536,2018-03-08,partly-cloudy-day,nan
4,2,2,2018-02-28,clear-night,nan
1035,470,565,2018-06-05,partly-cloudy-day,nan
424,281,143,2018-03-17,clear-day,St. Patrick's Day
0,0,0,2018-02-24,partly-cloudy-night,nan
56,34,22,2018-03-26,clear-night,nan
357,237,120,2018-03-11,clear-day,Daylight Saving Time starts
123,50,73,2018-03-11,clear-night,Daylight Saving Time starts
1096,571,525,2018-04-10,partly-cloudy-day,nan
2150,931,1219,2018-05-23,clear-day,nan
3,1,2,2018-02-13,clear-night,nan
7,6,1,2018-02-11,rain,nan
494,282,212,2018-03-20,partly-cloudy-day,nan
2102,975,1127,2018-06-07,clear-day,nan
2418,1074,1344,2018-05-20,partly-cloudy-day,nan
44,18,26,2018-05-23,partly-cloudy-night,nan
174,95,79,2018-04-22,clear-night,nan
870,357,513,2018-04-10,partly-cloudy-day,nan
359,211,148,2018-03-09,partly-cloudy-day,nan
299,130,169,2018-04-18,clear-night,nan
141,112,29,2018-04-20,clear-night,nan
1643,882,761,2018-05-11,clear-day,nan
3,0,3,2018-02-07,clear-night,nan
127,52,75,2018-02-26,clear-night,nan
1391,603,788,2018-03-06,partly-cloudy-day,nan
123,74,49,2018-02-28,clear-night,nan
466,237,229,2018-03-18,clear-night,nan
644,303,341,2018-04-19,partly-cloudy-day,nan
28,14,14,2018-03-01,clear-night,nan
1295,636,659,2018-03-12,partly-cloudy-day,nan
8,6,2,2018-05-29,cloudy,nan
319,158,161,2018-03-05,partly-cloudy-night,nan
21,16,5,2018-04-09,clear-night,nan
69,41,28,2018-02-07,rain,nan
188,72,116,2018-06-04,cloudy,nan
1480,639,841,2018-04-12,partly-cloudy-day,nan
1462,722,740,2018-03-03,partly-cloudy-day,nan
708,405,303,2018-04-27,cloudy,nan
152,75,77,2018-05-15,partly-cloudy-night,nan
1120,601,519,2018-03-19,clear-day,nan
204,96,108,2018-02-17,clear-day,nan
229,153,76,2018-02-05,clear-night,nan
202,117,85,2018-03-21,snow,nan
82,37,45,2018-03-13,partly-cloudy-day,nan
579,238,341,2018-05-26,clear-night,nan
871,534,337,2018-03-06,clear-day,nan
296,207,89,2018-02-16,clear-night,nan
38,20,18,2018-06-09,clear-night,nan
5,4,1,2018-04-13,clear-night,nan
48,26,22,2018-05-15,partly-cloudy-night,nan
13,6,7,2018-03-25,clear-night,nan
6,3,3,2018-03-28,partly-cloudy-night,nan
22,11,11,2018-02-11,rain,nan
570,185,385,2018-05-01,clear-night,nan
1886,875,1011,2018-04-18,clear-day,nan
443,198,245,2018-04-04,fog,nan
1211,557,654,2018-03-06,clear-day,nan
719,365,354,2018-05-07,partly-cloudy-day,nan
28,19,9,2018-03-14,clear-night,nan
105,38,67,2018-02-22,cloudy,nan
1555,735,820,2018-03-17,clear-day,St. Patrick's Day
17,9,8,2018-02-09,clear-night,nan
181,70,111,2018-04-11,clear-day,nan
475,235,240,2018-05-05,clear-day,Cinco de Mayo
321,128,193,2018-04-29,partly-cloudy-night,nan
268,186,82,2018-04-12,clear-night,nan
751,310,441,2018-05-23,clear-night,nan
2586,1259,1327,2018-02-18,clear-day,nan
3469,1532,1937,2018-04-14,clear-day,nan
766,338,428,2018-05-29,clear-night,nan
363,179,184,2018-04-26,clear-night,nan
554,248,306,2018-03-16,clear-night,nan
24,15,9,2018-03-29,partly-cloudy-night,nan
3,2,1,2018-03-07,sleet,nan
2102,1017,1085,2018-05-27,cloudy,nan
198,74,124,2018-05-20,clear-night,nan
13,7,6,2018-04-03,clear-night,nan
1878,808,1070,2018-05-06,partly-cloudy-day,nan
43,36,7,2018-04-20,partly-cloudy-night,nan
3171,1066,2105,2018-06-02,clear-day,nan
3,0,3,2018-04-19,cloudy,nan
344,131,213,2018-05-16,cloudy,nan
232,154,78,2018-03-29,fog,nan
1589,784,805,2018-06-12,clear-day,nan
1692,824,868,2018-05-15,clear-day,nan
672,349,323,2018-05-29,partly-cloudy-day,nan
325,189,136,2018-04-09,partly-cloudy-night,nan
8,6,2,2018-02-22,cloudy,nan
117,52,65,2018-03-28,partly-cloudy-day,nan
1309,563,746,2018-06-03,partly-cloudy-day,nan
236,112,124,2018-04-07,partly-cloudy-night,nan
76,24,52,2018-05-06,partly-cloudy-night,nan
64,57,7,2018-02-16,partly-cloudy-night,nan
513,231,282,2018-03-22,clear-day,nan
12,6,6,2018-02-17,snow,nan
707,299,408,2018-06-05,clear-day,nan
5,4,1,2018-06-05,clear-night,nan
150,92,58,2018-06-03,partly-cloudy-night,nan
822,517,305,2018-03-18,clear-day,nan
15,13,2,2018-05-28,cloudy,Memorial Day
2702,1330,1372,2018-05-26,clear-day,nan
308,118,190,2018-04-17,partly-cloudy-day,Tax Day
698,299,399,2018-06-10,partly-cloudy-day,nan
1715,823,892,2018-05-30,cloudy,nan
2,0,2,2018-02-07,clear-night,nan
46,29,17,2018-03-20,partly-cloudy-night,nan
1858,829,1029,2018-04-08,partly-cloudy-day,nan
9,4,5,2018-05-23,partly-cloudy-night,nan
38,34,4,2018-02-07,partly-cloudy-night,nan
227,86,141,2018-02-13,clear-day,nan
1,0,1,2018-03-05,partly-cloudy-night,nan
59,35,24,2018-05-03,clear-night,nan
2315,1156,1159,2018-04-20,clear-day,nan
603,225,378,2018-04-28,rain,nan
1410,640,770,2018-04-17,partly-cloudy-day,Tax Day
1988,1062,926,2018-05-08,clear-day,nan
219,108,111,2018-05-18,partly-cloudy-day,nan
2107,977,1130,2018-04-05,partly-cloudy-day,nan
132,52,80,2018-05-06,partly-cloudy-day,nan
3209,1494,1715,2018-04-21,clear-day,nan
15,9,6,2018-03-31,partly-cloudy-night,nan
1441,710,731,2018-04-06,partly-cloudy-day,nan
176,65,111,2018-04-14,clear-night,nan
43,12,31,2018-05-28,cloudy,Memorial Day
936,472,464,2018-02-12,partly-cloudy-day,nan
1713,872,841,2018-06-06,cloudy,nan
55,45,10,2018-03-10,clear-night,nan
1622,875,747,2018-02-12,clear-day,nan
420,266,154,2018-02-18,clear-night,nan
2175,950,1225,2018-03-26,clear-day,nan
3210,1411,1799,2018-05-28,partly-cloudy-day,Memorial Day
1762,899,863,2018-03-26,clear-day,nan
398,219,179,2018-02-23,cloudy,nan
840,401,439,2018-02-05,clear-day,nan
139,57,82,2018-03-20,clear-night,nan
521,292,229,2018-03-01,clear-day,nan
1149,633,516,2018-02-20,cloudy,nan
109,94,15,2018-03-06,partly-cloudy-night,nan
31,18,13,2018-02-25,partly-cloudy-night,nan
151,49,102,2018-04-23,clear-night,nan
15,4,11,2018-03-12,clear-night,nan
1358,835,523,2018-04-20,clear-day,nan
6,3,3,2018-06-11,cloudy,nan
42,23,19,2018-05-17,rain,nan
1759,791,968,2018-03-29,cloudy,nan
1531,700,831,2018-03-28,partly-cloudy-day,nan
213,128,85,2018-02-24,partly-cloudy-day,nan
1217,756,461,2018-05-13,cloudy,Mother's Day
242,128,114,2018-05-10,rain,nan
226,111,115,2018-02-10,partly-cloudy-day,nan
2010,969,1041,2018-05-08,clear-day,nan
3539,1703,1836,2018-04-28,partly-cloudy-day,nan
2111,1103,1008,2018-05-04,clear-day,nan
260,166,94,2018-03-31,clear-night,nan
167,76,91,2018-04-22,clear-day,nan
699,331,368,2018-04-19,partly-cloudy-day,nan
4,3,1,2018-02-19,clear-night,Presidents' Day (regional holiday)
17,11,6,2018-04-25,cloudy,nan
8,6,2,2018-03-22,partly-cloudy-night,nan
1165,469,696,2018-02-24,partly-cloudy-day,nan
9,2,7,2018-03-01,partly-cloudy-night,nan
0,0,0,2018-04-15,cloudy,nan
417,185,232,2018-05-12,rain,nan
0,0,0,2018-04-10,partly-cloudy-night,nan
3530,1681,1849,2018-05-28,partly-cloudy-day,Memorial Day
938,532,406,2018-05-19,cloudy,nan
1339,583,756,2018-03-16,partly-cloudy-day,nan
8,7,1,2018-05-22,clear-night,nan
481,174,307,2018-05-24,clear-day,nan
66,40,26,2018-06-06,partly-cloudy-night,nan
1755,861,894,2018-03-10,cloudy,nan
3,2,1,2018-04-16,partly-cloudy-night,nan
57,33,24,2018-05-01,partly-cloudy-night,nan
29,21,8,2018-02-20,fog,nan
4,1,3,2018-03-24,partly-cloudy-night,nan
337,128,209,2018-04-11,clear-night,nan
2434,1121,1313,2018-03-30,partly-cloudy-day,nan
1488,755,733,2018-04-18,partly-cloudy-day,nan
637,294,343,2018-03-27,partly-cloudy-day,nan
1968,1175,793,2018-06-11,clear-day,nan
2800,1183,1617,2018-04-01,partly-cloudy-day,Easter Sunday
208,102,106,2018-03-03,cloudy,nan
530,190,340,2018-05-18,cloudy,nan
224,114,110,2018-03-27,partly-cloudy-night,nan
2,1,1,2018-05-14,cloudy,nan
1264,637,627,2018-02-27,clear-day,nan
270,193,77,2018-03-14,partly-cloudy-night,nan
197,53,144,2018-02-06,partly-cloudy-day,nan
885,575,310,2018-05-27,cloudy,nan
2144,1109,1035,2018-05-01,clear-day,nan
954,366,588,2018-04-04,partly-cloudy-day,nan
1363,696,667,2018-04-02,rain,nan
2017,989,1028,2018-05-09,clear-day,nan
2663,1207,1456,2018-04-26,clear-day,nan
564,223,341,2018-06-07,partly-cloudy-night,nan
905,343,562,2018-05-16,partly-cloudy-day,nan
20,11,9,2018-05-20,fog,nan
6,4,2,2018-03-08,partly-cloudy-night,nan
182,54,128,2018-04-10,partly-cloudy-day,nan
354,210,144,2018-04-19,partly-cloudy-day,nan
15,10,5,2018-02-19,clear-night,Presidents' Day (regional holiday)
3,2,1,2018-04-25,partly-cloudy-night,nan
3,1,2,2018-04-23,clear-night,nan
580,294,286,2018-03-29,fog,nan
115,63,52,2018-06-03,partly-cloudy-day,nan
409,179,230,2018-05-22,partly-cloudy-day,nan
21,13,8,2018-05-04,clear-night,nan
265,90,175,2018-03-06,clear-day,nan
2615,1229,1386,2018-03-24,clear-day,nan
4,1,3,2018-05-17,cloudy,nan
2681,1290,1391,2018-06-09,clear-day,nan
6,3,3,2018-04-10,partly-cloudy-night,nan
3831,1846,1985,2018-04-28,clear-day,nan
584,371,213,2018-03-04,cloudy,nan
3,2,1,2018-04-21,clear-night,nan
1315,601,714,2018-03-19,clear-day,nan
59,28,31,2018-04-16,partly-cloudy-night,nan
7,4,3,2018-05-15,cloudy,nan
39,24,15,2018-03-02,rain,nan
60,28,32,2018-05-22,clear-night,nan
170,141,29,2018-03-27,partly-cloudy-night,nan
354,219,135,2018-02-11,rain,nan
2331,1077,1254,2018-03-30,partly-cloudy-day,nan
150,74,76,2018-06-09,partly-cloudy-night,nan
333,247,86,2018-04-02,snow,nan
63,38,25,2018-05-11,clear-night,nan
85,37,48,2018-05-14,partly-cloudy-day,nan
0,0,0,2018-03-02,rain,nan
650,370,280,2018-04-27,rain,nan
1886,948,938,2018-06-03,partly-cloudy-day,nan
1759,1016,743,2018-05-05,clear-day,Cinco de Mayo
132,65,67,2018-04-07,partly-cloudy-night,nan
23,19,4,2018-04-28,partly-cloudy-night,nan
1873,786,1087,2018-05-12,cloudy,nan
104,68,36,2018-03-20,partly-cloudy-night,nan
61,37,24,2018-05-29,cloudy,nan
730,297,433,2018-04-08,partly-cloudy-day,nan
1855,850,1005,2018-05-23,partly-cloudy-day,nan
