weather,temperature,precipitation
partly-cloudy-night,34,0.0204
partly-cloudy-day,43,0.0014
rain,60,0.028
partly-cloudy-night,38,0.0225
partly-cloudy-day,61,0.00040
cloudy,62,0
partly-cloudy-day,44,0
clear-day,46,0
partly-cloudy-night,44,0.0056
clear-day,66,0
partly-cloudy-night,38,0
partly-cloudy-day,84,0.0153
partly-cloudy-night,61,0
wind,38,0.0225
partly-cloudy-day,52,0.0016
cloudy,52,0.00060
partly-cloudy-day,64,0
clear-night,39,0
clear-night,56,0
partly-cloudy-night,64,0.0171
partly-cloudy-day,48,0.006
clear-day,71,0
clear-day,65,0
clear-day,80,0
partly-cloudy-day,64,0
partly-cloudy-night,39,0
clear-day,34,0
partly-cloudy-night,55,0.0013
partly-cloudy-night,43,0
partly-cloudy-day,29,0
partly-cloudy-day,31,0
partly-cloudy-night,47,0.003
rain,43,0.0283
rain,58,0.0361
clear-night,50,0
partly-cloudy-day,69,0
partly-cloudy-night,53,0.0136
partly-cloudy-day,49,0.0066
partly-cloudy-day,56,0
clear-night,31,0.0026
partly-cloudy-day,41,0.00020
rain,53,0.0313
partly-cloudy-night,34,0.0027
partly-cloudy-day,50,0.0113
rain,42,0.0561
clear-day,75,0.0022
partly-cloudy-day,47,0.00030
clear-night,38,0
clear-day,54,0
clear-night,73,0
partly-cloudy-night,53,0
partly-cloudy-day,41,0
partly-cloudy-night,40,0
clear-day,32,0
clear-night,29,0
partly-cloudy-day,38,0.0018
cloudy,72,0
partly-cloudy-day,37,0
clear-night,59,0
rain,43,0.0266
partly-cloudy-night,60,0
clear-night,66,0
clear-day,66,0
sleet,34,0.0462
cloudy,53,0
rain,43,0.2612
clear-day,49,0
clear-night,35,0
partly-cloudy-night,33,0
clear-day,48,0.001
partly-cloudy-day,38,0.0064
clear-day,46,0
partly-cloudy-day,41,0
clear-day,54,0
clear-day,84,0
rain,39,0.0268
partly-cloudy-day,78,0
clear-night,35,0
clear-night,35,0
clear-night,32,0
fog,54,0.0018
clear-night,70,0.00010
clear-day,56,0
cloudy,52,0.0165
cloudy,65,0
clear-day,64,0
sleet,33,0.0358
clear-day,61,0
clear-night,25,0
partly-cloudy-day,60,0
clear-day,40,0
cloudy,40,0.00030
clear-night,32,0.00020
cloudy,65,0.0114
cloudy,65,0.0097
clear-night,32,0
partly-cloudy-night,42,0
clear-day,58,0
clear-day,84,0.006
partly-cloudy-day,60,0
clear-night,53,0
partly-cloudy-night,29,0
clear-day,67,0
clear-day,75,0
cloudy,56,0.0019
rain,67,0.1686
clear-night,36,0
cloudy,47,0
wind,50,0
clear-day,57,0.0027
cloudy,62,0.0154
partly-cloudy-night,47,0
partly-cloudy-day,75,0
partly-cloudy-night,58,0.00020
cloudy,40,0.0017
partly-cloudy-night,34,0.0037
snow,35,0.0094
clear-day,37,0
partly-cloudy-night,50,0
clear-day,43,0
clear-night,47,0
clear-night,30,0
cloudy,40,0.0019
clear-night,70,0.00050
partly-cloudy-day,75,0
clear-night,32,0
partly-cloudy-day,51,0.00070
cloudy,32,0.0179
clear-night,35,0
clear-night,44,0
partly-cloudy-night,47,0.0012
partly-cloudy-night,64,0
cloudy,63,0
partly-cloudy-night,52,0
clear-day,34,0
clear-day,79,0
partly-cloudy-night,43,0
clear-night,45,0.0028
clear-day,35,0
partly-cloudy-day,57,0.002
partly-cloudy-day,46,0.0054
partly-cloudy-night,37,0.00030
clear-night,49,0
clear-night,37,0
clear-day,77,0
clear-night,55,0
clear-night,79,0
clear-night,26,0
clear-day,63,0.00020
cloudy,46,0.016
partly-cloudy-night,42,0.00080
partly-cloudy-day,41,0.004
partly-cloudy-night,61,0
partly-cloudy-night,32,0.00070
cloudy,58,0
clear-day,45,0
partly-cloudy-day,43,0
clear-day,30,0
partly-cloudy-day,62,0
clear-day,43,0
cloudy,59,0.0042
cloudy,41,0
partly-cloudy-day,39,0.0023
clear-night,35,0
clear-night,57,0
partly-cloudy-night,30,0
clear-day,67,0
partly-cloudy-night,53,0
partly-cloudy-day,50,0
cloudy,53,0
partly-cloudy-night,43,0.00070
partly-cloudy-night,33,0.0026
clear-day,68,0
clear-night,56,0
partly-cloudy-day,72,0
cloudy,47,0
cloudy,56,0.0116
clear-night,36,0
clear-day,50,0
rain,36,0.0821
clear-night,37,0
cloudy,45,0.0227
clear-night,66,0
partly-cloudy-night,40,0
clear-day,56,0.0012
cloudy,42,0.00030
clear-night,62,0
cloudy,61,0.00020
cloudy,69,0
cloudy,38,0.00030
cloudy,38,0
clear-night,36,0
partly-cloudy-day,48,0
partly-cloudy-night,51,0.0011
clear-day,57,0.0017
clear-night,30,0
clear-day,68,0
partly-cloudy-night,62,0
clear-day,68,0
cloudy,52,0
clear-day,78,0
rain,44,0.0435
clear-night,35,0
cloudy,64,0
partly-cloudy-day,59,0.0038
partly-cloudy-day,43,0.008
clear-day,40,0.0152
partly-cloudy-night,47,0
partly-cloudy-day,62,0.00020
partly-cloudy-night,52,0.0128
partly-cloudy-day,33,0
cloudy,64,0
partly-cloudy-day,39,0.0023
clear-day,42,0
cloudy,56,0.0021
partly-cloudy-day,48,0.0064
clear-day,39,0
partly-cloudy-night,48,0
cloudy,54,0
partly-cloudy-day,38,0
clear-day,60,0
partly-cloudy-night,37,0.0048
partly-cloudy-day,59,0.0051
clear-day,70,0
partly-cloudy-day,53,0.00060
cloudy,58,0
partly-cloudy-day,37,0.0061
cloudy,47,0.00060
rain,38,0.0363
clear-day,53,0.0016
partly-cloudy-day,31,0.0058
partly-cloudy-day,54,0.0126
partly-cloudy-night,33,0
partly-cloudy-day,80,0
partly-cloudy-night,35,0.003
clear-night,44,0
rain,41,0.0828
clear-day,41,0
partly-cloudy-day,53,0.0014
partly-cloudy-day,90,0.00020
partly-cloudy-day,56,0.0011
partly-cloudy-day,53,0.0066
clear-night,62,0
clear-night,38,0.00010
clear-day,38,0
partly-cloudy-day,73,0.00020
partly-cloudy-day,72,0.0014
clear-day,38,0
cloudy,59,0.0019
cloudy,61,0
partly-cloudy-night,53,0.00010
clear-day,43,0.0045
partly-cloudy-night,34,0
partly-cloudy-day,39,0
clear-day,70,0
clear-night,42,0
partly-cloudy-day,54,0.00080
partly-cloudy-day,55,0.00040
rain,50,0.04
partly-cloudy-night,34,0.00040
clear-day,71,0
clear-night,71,0
clear-night,56,0
partly-cloudy-night,80,0.00090
clear-day,54,0.00060
clear-day,54,0
partly-cloudy-day,64,0
clear-day,71,0
rain,59,0.0395
partly-cloudy-night,53,0.0026
fog,55,0.00030
clear-day,77,0
clear-day,41,0.0088
clear-day,69,0
clear-night,77,0
cloudy,56,0.0021
clear-day,48,0
partly-cloudy-day,47,0
clear-day,39,0
clear-night,33,0
partly-cloudy-day,44,0.00040
cloudy,66,0.0033
clear-day,28,0.00090
clear-day,41,0
partly-cloudy-night,59,0
partly-cloudy-day,37,0.00020
snow,32,0.0805
snow,33,0.0223
clear-day,79,0
clear-night,63,0
partly-cloudy-night,52,0
partly-cloudy-night,42,0
clear-night,29,0
clear-day,36,0
clear-night,60,0.00030
clear-day,65,0
clear-night,58,0
clear-day,70,0
partly-cloudy-night,32,0.00050
clear-night,55,0
clear-night,68,0
partly-cloudy-day,50,0
partly-cloudy-day,37,0.00030
cloudy,46,0
partly-cloudy-night,39,0.0015
clear-night,27,0
clear-day,60,0
partly-cloudy-day,36,0
partly-cloudy-day,41,0.00080
rain,66,0.0369
clear-day,49,0
partly-cloudy-night,44,0
partly-cloudy-night,68,0
partly-cloudy-day,61,0
partly-cloudy-night,43,0
clear-day,69,0
snow,33,0.0654
clear-day,34,0
clear-day,66,0
clear-night,43,0.00030
partly-cloudy-day,40,0.0025
cloudy,36,0
partly-cloudy-night,40,0
partly-cloudy-day,34,0
clear-night,39,0
cloudy,36,0
rain,52,0.0848
clear-day,76,0.00070
clear-night,26,0
partly-cloudy-day,34,0.0231
partly-cloudy-day,36,0
partly-cloudy-day,45,0
partly-cloudy-night,60,0
partly-cloudy-day,53,0.0055
rain,52,0.2784
partly-cloudy-day,72,0
clear-day,33,0
clear-day,48,0
rain,44,0.0819
partly-cloudy-day,69,0.00030
partly-cloudy-day,39,0
clear-night,36,0
clear-day,75,0
partly-cloudy-night,50,0
clear-day,50,0
partly-cloudy-night,35,0.0074
clear-night,65,0
clear-night,36,0
clear-night,32,0
wind,41,0
partly-cloudy-night,58,0.0048
partly-cloudy-night,44,0.0031
clear-day,84,0
cloudy,37,0
partly-cloudy-night,56,0
cloudy,52,0
clear-night,44,0
cloudy,40,0.0011
partly-cloudy-day,42,0.0018
partly-cloudy-day,48,0
clear-night,69,0.00080
snow,32,0.0149
clear-day,84,0.0029
clear-day,37,0
cloudy,64,0
snow,39,0.0281
clear-night,50,0
clear-day,80,0.0013
clear-day,76,0
partly-cloudy-night,57,0.003
clear-day,44,0.0017
partly-cloudy-night,41,0.00020
fog,48,0
clear-day,61,0
clear-night,42,0
clear-night,41,0
rain,54,0.0438
clear-day,78,0
clear-day,40,0
rain,53,0.1607
clear-day,76,0
partly-cloudy-night,34,0
clear-day,26,0
rain,35,0.1035
partly-cloudy-night,70,0.0039
clear-day,42,0.0161
clear-night,66,0
cloudy,53,0.0069
cloudy,65,0.00070
partly-cloudy-day,62,0
partly-cloudy-day,53,0
clear-night,54,0
partly-cloudy-night,37,0
partly-cloudy-night,52,0
rain,45,0.0443
clear-day,33,0.00010
rain,57,0.033
partly-cloudy-night,33,0
partly-cloudy-day,40,0
partly-cloudy-day,34,0.0052
clear-night,64,0
partly-cloudy-night,36,0.0011
partly-cloudy-night,60,0.00020
partly-cloudy-night,28,0
clear-day,60,0
partly-cloudy-night,42,0.0193
clear-day,35,0
clear-night,32,0
clear-day,50,0
rain,42,0.0457
clear-day,66,0
partly-cloudy-night,45,0.0087
partly-cloudy-day,50,0
partly-cloudy-day,63,0.00070
partly-cloudy-day,61,0
clear-day,63,0
partly-cloudy-night,44,0
cloudy,64,0
clear-night,65,0
clear-night,38,0
clear-day,31,0
partly-cloudy-day,68,0
partly-cloudy-night,42,0
clear-night,28,0
partly-cloudy-day,68,0
partly-cloudy-night,36,0.00010
partly-cloudy-night,32,0
partly-cloudy-night,42,0
clear-night,43,0
partly-cloudy-night,31,0
clear-night,62,0
partly-cloudy-night,54,0
clear-day,63,0
clear-day,73,0
clear-day,34,0
clear-day,44,0
clear-night,58,0
clear-night,74,0
partly-cloudy-night,46,0
partly-cloudy-night,61,0.0113
partly-cloudy-day,63,0.0047
partly-cloudy-night,35,0
rain,47,0.23
cloudy,60,0
clear-day,25,0
clear-night,35,0
rain,40,0.0416
clear-day,62,0
partly-cloudy-night,73,0
partly-cloudy-day,32,0.001
clear-night,39,0.00070
cloudy,52,0
partly-cloudy-day,61,0
partly-cloudy-day,43,0
partly-cloudy-night,38,0
partly-cloudy-night,36,0
partly-cloudy-day,53,0.0124
cloudy,62,0
partly-cloudy-day,60,0
clear-night,55,0
clear-day,37,0
partly-cloudy-day,70,0
rain,46,0.3192
partly-cloudy-night,33,0
cloudy,41,0
clear-night,49,0
partly-cloudy-night,40,0
partly-cloudy-day,65,0.0033
clear-night,37,0
partly-cloudy-day,83,0
rain,57,0.0271
clear-night,37,0
partly-cloudy-day,44,0.0055
clear-day,59,0
cloudy,41,0
clear-day,68,0
partly-cloudy-day,55,0
clear-day,75,0
clear-day,74,0
partly-cloudy-day,63,0
partly-cloudy-day,39,0
partly-cloudy-night,52,0.0064
clear-day,85,0
partly-cloudy-night,63,0
partly-cloudy-day,52,0
partly-cloudy-night,50,0.0017
clear-night,52,0
clear-night,31,0
cloudy,64,0.0019
clear-day,42,0
partly-cloudy-night,32,0.00070
clear-day,38,0.003
partly-cloudy-night,62,0.0064
clear-day,71,0.00030
partly-cloudy-day,63,0
clear-day,46,0.0059
partly-cloudy-day,35,0
clear-day,61,0
clear-night,35,0
partly-cloudy-night,46,0
rain,52,0.025
snow,31,0.017
partly-cloudy-day,53,0.0036
partly-cloudy-night,36,0
partly-cloudy-day,44,0
clear-night,62,0
partly-cloudy-night,33,0.007
partly-cloudy-night,76,0
partly-cloudy-day,39,0.0109
clear-day,71,0
clear-night,67,0
cloudy,40,0
clear-night,36,0
clear-night,66,0
clear-day,66,0
clear-day,33,0
clear-night,35,0
partly-cloudy-day,36,0.00010
rain,35,0.291
cloudy,60,0
partly-cloudy-day,64,0
clear-night,34,0
snow,33,0.0129
clear-day,62,0
rain,44,0.0517
clear-day,39,0
partly-cloudy-day,77,0.0016
cloudy,65,0.0035
clear-day,51,0
clear-night,38,0
clear-night,67,0
clear-day,71,0
clear-day,43,0
clear-day,69,0
clear-night,41,0
clear-day,84,0.0025
partly-cloudy-day,46,0
clear-day,37,0
partly-cloudy-day,43,0
clear-day,73,0
partly-cloudy-day,88,0
partly-cloudy-day,41,0.00010
partly-cloudy-night,40,0.00030
clear-night,38,0.00050
partly-cloudy-day,77,0
clear-day,84,0
cloudy,46,0
clear-day,34,0
partly-cloudy-night,64,0
partly-cloudy-night,54,0.0074
clear-day,41,0.00070
clear-night,41,0
partly-cloudy-night,43,0
clear-night,69,0.00020
clear-night,65,0
partly-cloudy-day,36,0
clear-night,55,0
partly-cloudy-night,37,0
partly-cloudy-night,44,0.0022
clear-day,27,0
cloudy,39,0.00030
partly-cloudy-day,55,0.0025
clear-day,38,0
partly-cloudy-night,56,0
cloudy,54,0.0031
clear-day,72,0
partly-cloudy-night,48,0
partly-cloudy-day,33,0
clear-night,38,0
clear-day,60,0
cloudy,61,0
partly-cloudy-day,41,0.00020
partly-cloudy-day,74,0
clear-night,36,0
partly-cloudy-day,55,0
clear-night,44,0
partly-cloudy-night,46,0.0084
snow,32,0.016
clear-day,70,0.00050
partly-cloudy-day,67,0
clear-day,76,0.0024
partly-cloudy-night,34,0.013
clear-night,54,0
clear-night,33,0
clear-day,57,0
rain,42,0.0448
partly-cloudy-night,33,0
cloudy,65,0
partly-cloudy-day,60,0.0026
clear-day,76,0.00020
partly-cloudy-night,43,0
clear-day,49,0
clear-night,60,0
cloudy,41,0
clear-night,69,0
clear-day,75,0
clear-day,42,0.00030
clear-night,47,0
partly-cloudy-night,38,0.002
rain,42,0.0304
partly-cloudy-day,42,0
rain,74,0.038
clear-night,34,0
clear-day,37,0
clear-day,58,0
partly-cloudy-night,55,0.0012
clear-night,38,0
clear-day,35,0
clear-night,73,0
cloudy,44,0.0059
clear-day,72,0
clear-night,32,0
cloudy,57,0
cloudy,64,0.00020
clear-day,63,0
partly-cloudy-day,37,0
partly-cloudy-day,43,0
clear-day,87,0
cloudy,56,0
clear-night,44,0
rain,55,0.0364
clear-night,35,0
partly-cloudy-day,46,0
partly-cloudy-night,48,0.00030
clear-day,64,0
clear-day,55,0
clear-night,62,0
partly-cloudy-day,66,0.00080
rain,41,0.1074
partly-cloudy-night,47,0.0021
partly-cloudy-day,75,0.00030
clear-night,52,0
clear-day,34,0
partly-cloudy-night,40,0.00010
clear-night,32,0.00050
rain,41,0.0772
clear-night,62,0
partly-cloudy-day,34,0
partly-cloudy-night,37,0
clear-night,36,0
snow,32,0.0091
clear-night,33,0.0018
cloudy,60,0
clear-day,84,0
rain,55,0.0563
clear-night,58,0
rain,34,0.2134
partly-cloudy-day,47,0
cloudy,57,0
partly-cloudy-day,64,0
clear-night,34,0
clear-night,48,0
clear-day,34,0
partly-cloudy-night,36,0
partly-cloudy-day,39,0
cloudy,51,0
clear-day,48,0
partly-cloudy-day,61,0
clear-day,38,0
partly-cloudy-night,53,0
partly-cloudy-night,58,0.0011
clear-day,63,0
partly-cloudy-day,52,0.0011
partly-cloudy-night,45,0.0057
partly-cloudy-day,38,0.0179
clear-night,41,0
partly-cloudy-day,69,0
clear-day,30,0
partly-cloudy-night,42,0
clear-night,33,0
clear-day,32,0
clear-night,39,0
partly-cloudy-day,48,0
clear-day,77,0
clear-night,29,0
rain,44,0.0301
partly-cloudy-day,37,0.00080
clear-day,69,0
partly-cloudy-day,78,0
partly-cloudy-night,57,0
clear-night,50,0
partly-cloudy-day,47,0.00050
partly-cloudy-day,33,0
clear-night,48,0
clear-night,41,0
clear-day,69,0
clear-night,30,0
clear-night,43,0
partly-cloudy-day,41,0
clear-night,38,0
clear-night,40,0
partly-cloudy-day,44,0.00050
clear-night,46,0
partly-cloudy-day,41,0.00020
cloudy,63,0
partly-cloudy-night,39,0
clear-night,31,0
rain,37,0.0605
cloudy,53,0.0171
partly-cloudy-day,55,0
partly-cloudy-day,43,0.0011
cloudy,54,0.0032
partly-cloudy-night,65,0.0018
clear-day,45,0
clear-day,30,0
clear-night,28,0
snow,32,0.0144
partly-cloudy-day,34,0.0103
clear-night,75,0
clear-day,40,0
clear-night,43,0.001
clear-night,70,0
clear-night,58,0
partly-cloudy-night,60,0
clear-night,34,0
partly-cloudy-night,36,0.0054
rain,44,0.0291
clear-night,71,0.0048
clear-day,51,0
fog,46,0.00070
clear-day,44,0
partly-cloudy-day,61,0.00020
clear-night,34,0
cloudy,45,0.00090
clear-day,38,0
clear-night,26,0
clear-day,35,0
clear-day,61,0
partly-cloudy-night,47,0
clear-night,55,0
clear-night,74,0
clear-day,44,0.0108
clear-day,71,0
clear-night,77,0
clear-night,59,0
clear-night,35,0
partly-cloudy-night,46,0.00020
sleet,33,0.0593
cloudy,61,0.00060
clear-night,68,0
clear-night,36,0
partly-cloudy-day,62,0
partly-cloudy-night,36,0
clear-day,83,0
cloudy,46,0.00040
cloudy,62,0
fog,48,0
clear-day,69,0
clear-day,75,0.00050
partly-cloudy-day,69,0
partly-cloudy-night,41,0
cloudy,54,0
partly-cloudy-day,37,0.0037
partly-cloudy-day,59,0
partly-cloudy-night,42,0
partly-cloudy-night,63,0
partly-cloudy-night,54,0.0198
clear-day,47,0
snow,33,0.0283
clear-day,66,0
clear-night,59,0
partly-cloudy-night,70,0.0221
clear-day,30,0
cloudy,55,0.0023
clear-day,85,0
partly-cloudy-day,41,0.0035
partly-cloudy-day,63,0.00040
cloudy,69,0
clear-night,30,0
partly-cloudy-night,38,0
partly-cloudy-day,41,0
partly-cloudy-night,58,0.0018
partly-cloudy-night,39,0.0197
clear-day,27,0
partly-cloudy-night,33,0
clear-night,67,0
clear-day,49,0
rain,56,0.0383
partly-cloudy-day,45,0.00040
clear-day,65,0
partly-cloudy-day,63,0
partly-cloudy-day,44,0
partly-cloudy-day,59,0.0016
clear-day,57,0
partly-cloudy-night,39,0
partly-cloudy-day,46,0.0016
clear-night,60,0
cloudy,56,0.0019
partly-cloudy-day,40,0.00060
cloudy,66,0
clear-night,34,0
clear-day,44,0
clear-night,39,0
clear-day,44,0
partly-cloudy-day,64,0
clear-day,41,0
cloudy,37,0.0025
clear-day,30,0
clear-night,31,0
clear-day,54,0
cloudy,52,0
partly-cloudy-night,39,0
partly-cloudy-night,42,0
clear-night,49,0
clear-night,35,0
clear-day,41,0
cloudy,57,0.0082
rain,56,0.0717
cloudy,49,0
partly-cloudy-day,44,0
partly-cloudy-day,45,0
cloudy,53,0
rain,62,0.0513
partly-cloudy-day,36,0.0011
clear-day,66,0
partly-cloudy-day,62,0.0014
clear-day,80,0
clear-night,46,0
clear-day,42,0
partly-cloudy-day,43,0.0024
clear-night,34,0
cloudy,54,0.0225
partly-cloudy-night,33,0.0011
partly-cloudy-day,51,0.00020
partly-cloudy-night,51,0
cloudy,43,0
rain,55,0.1714
partly-cloudy-night,38,0.00070
partly-cloudy-day,66,0.0014
cloudy,55,0.0167
partly-cloudy-day,38,0
clear-night,60,0
clear-day,67,0
partly-cloudy-night,62,0
cloudy,38,0.0012
partly-cloudy-night,38,0.0232
partly-cloudy-night,47,0
fog,44,0.0028
partly-cloudy-night,37,0
clear-night,45,0
partly-cloudy-day,57,0.00040
partly-cloudy-day,44,0
partly-cloudy-day,40,0
clear-day,67,0
partly-cloudy-day,55,0
cloudy,41,0.00030
cloudy,57,0
partly-cloudy-night,39,0
cloudy,51,0.0129
clear-day,52,0
partly-cloudy-night,34,0.00070
partly-cloudy-day,28,0
cloudy,62,0.0118
clear-day,78,0.001
partly-cloudy-day,53,0.00070
rain,38,0.0395
clear-day,70,0
clear-day,66,0
partly-cloudy-night,62,0
partly-cloudy-day,62,0.0074
fog,60,0.00070
partly-cloudy-night,34,0.0034
partly-cloudy-day,37,0
partly-cloudy-day,42,0.0216
clear-night,35,0
partly-cloudy-night,52,0.0084
clear-night,45,0
fog,46,0.007
partly-cloudy-day,61,0.00070
partly-cloudy-day,61,0.0171
clear-night,68,0
clear-day,36,0
clear-day,48,0
cloudy,56,0.0018
clear-day,77,0
partly-cloudy-night,40,0
clear-day,64,0
cloudy,40,0.00010
clear-night,38,0
clear-day,45,0
partly-cloudy-night,46,0.0016
cloudy,60,0
rain,36,0.0655
clear-night,61,0
partly-cloudy-night,39,0
rain,46,0.2206
partly-cloudy-day,56,0
partly-cloudy-night,72,0
snow,33,0.0149
clear-night,60,0.0012
partly-cloudy-day,52,0.001
rain,43,0.0865
rain,55,0.054
partly-cloudy-day,61,0.00030
clear-day,63,0
partly-cloudy-night,41,0
partly-cloudy-night,49,0
cloudy,58,0.0024
partly-cloudy-night,38,0
cloudy,62,0
partly-cloudy-day,40,0
partly-cloudy-day,71,0.0042
partly-cloudy-night,35,0.0125
clear-night,46,0
clear-day,30,0.0021
partly-cloudy-day,40,0
partly-cloudy-day,42,0
partly-cloudy-day,35,0.0073
partly-cloudy-night,32,0
partly-cloudy-night,42,0
partly-cloudy-day,41,0
clear-day,47,0.0074
clear-day,46,0
clear-day,47,0
partly-cloudy-night,53,0
clear-day,80,0.00020
wind,41,0
clear-night,42,0
cloudy,58,0.0101
cloudy,53,0.0126
partly-cloudy-night,61,0
clear-day,76,0
clear-night,34,0
clear-day,84,0.00020
partly-cloudy-day,45,0.0057
partly-cloudy-day,49,0.0028
cloudy,67,0
partly-cloudy-night,33,0.0037
partly-cloudy-day,38,0.0057
clear-night,53,0
clear-night,36,0
partly-cloudy-night,50,0
partly-cloudy-day,73,0.00020
clear-day,56,0
clear-night,71,0.013
partly-cloudy-night,47,0.00040
rain,36,0.0923
partly-cloudy-day,61,0
partly-cloudy-night,45,0.0051
cloudy,42,0.00060
cloudy,67,0
clear-night,32,0
partly-cloudy-day,60,0
rain,36,0.2245
clear-day,80,0
partly-cloudy-night,40,0.00020
partly-cloudy-day,49,0
clear-day,29,0
clear-day,64,0
cloudy,57,0
partly-cloudy-day,66,0
clear-night,62,0
partly-cloudy-day,60,0.0044
clear-night,31,0
partly-cloudy-night,62,0
clear-night,34,0
clear-night,47,0
cloudy,60,0
partly-cloudy-day,48,0.0021
clear-day,50,0
partly-cloudy-day,51,0
clear-day,62,0.0043
partly-cloudy-day,62,0
partly-cloudy-night,36,0.00080
clear-day,79,0
cloudy,53,0.0012
clear-night,47,0
clear-day,61,0
rain,39,0.0301
cloudy,52,0.017
partly-cloudy-night,32,0.0068
rain,50,0.0562
clear-night,73,0
partly-cloudy-night,55,0.0012
partly-cloudy-night,46,0
partly-cloudy-night,25,0
clear-day,82,0
clear-night,29,0
partly-cloudy-night,52,0
cloudy,47,0.0016
clear-night,39,0
partly-cloudy-night,40,0
rain,41,0.3067
clear-day,51,0.0019
clear-day,57,0
partly-cloudy-day,58,0.001
partly-cloudy-day,47,0
partly-cloudy-day,32,0.0019
cloudy,53,0
partly-cloudy-night,43,0
clear-day,33,0
partly-cloudy-day,67,0
partly-cloudy-night,76,0.0022
partly-cloudy-night,33,0
clear-day,59,0
clear-day,67,0
clear-night,34,0
clear-day,89,0
clear-night,43,0
clear-day,57,0.0014
cloudy,56,0.00080
partly-cloudy-day,53,0.0134
clear-day,47,0
clear-night,52,0
cloudy,42,0.002
partly-cloudy-day,39,0
clear-night,44,0
partly-cloudy-day,68,0
clear-night,46,0
cloudy,53,0.00060
cloudy,42,0
cloudy,47,0
clear-night,45,0
clear-day,56,0
clear-night,31,0
clear-day,74,0
cloudy,54,0.00080
snow,38,0.0235
partly-cloudy-night,36,0
clear-day,40,0
partly-cloudy-night,32,0
clear-night,53,0
partly-cloudy-night,34,0
partly-cloudy-night,41,0
cloudy,65,0
clear-night,69,0
partly-cloudy-day,36,0.004
cloudy,56,0.0027
clear-day,27,0
clear-night,54,0.00040
clear-day,45,0
partly-cloudy-night,71,0.0054
clear-night,34,0
cloudy,40,0
partly-cloudy-night,64,0.0034
cloudy,68,0
rain,53,0.197
partly-cloudy-day,47,0
partly-cloudy-day,51,0.0092
cloudy,49,0
clear-day,63,0
clear-night,32,0
clear-day,62,0
partly-cloudy-day,48,0
clear-night,71,0
clear-day,54,0
clear-day,64,0.0019
clear-day,83,0.00070
cloudy,67,0.0035
cloudy,38,0
rain,66,0.0305
clear-day,41,0
partly-cloudy-night,30,0
partly-cloudy-night,59,0
clear-night,35,0
clear-day,69,0
partly-cloudy-day,49,0.0045
partly-cloudy-night,47,0.00020
clear-night,69,0
partly-cloudy-day,42,0
clear-day,72,0
clear-day,67,0
partly-cloudy-day,45,0
clear-day,57,0
partly-cloudy-night,46,0
clear-night,32,0
cloudy,62,0
clear-night,30,0
partly-cloudy-night,36,0
clear-day,79,0
fog,41,0.0162
clear-night,65,0
partly-cloudy-day,43,0.00070
clear-night,28,0
clear-day,49,0
cloudy,60,0.0167
partly-cloudy-day,69,0.0073
cloudy,69,0.00020
partly-cloudy-night,60,0.00060
clear-day,83,0
clear-day,35,0.0019
partly-cloudy-day,41,0.00070
clear-night,46,0
clear-day,32,0
clear-day,83,0
clear-night,32,0.0014
partly-cloudy-day,38,0.0058
rain,52,0.0572
clear-day,62,0
partly-cloudy-night,55,0.0019
clear-day,64,0
partly-cloudy-day,35,0
clear-night,61,0
rain,54,0.0811
clear-night,75,0
partly-cloudy-day,62,0
partly-cloudy-day,64,0
partly-cloudy-day,36,0.00010
partly-cloudy-night,34,0.00010
clear-day,73,0
clear-night,25,0
clear-night,38,0
partly-cloudy-day,45,0
partly-cloudy-day,37,0
clear-night,42,0
clear-night,54,0
rain,51,0.0314
partly-cloudy-night,39,0.00010
partly-cloudy-day,47,0.00080
partly-cloudy-day,84,0.00020
cloudy,58,0
clear-night,69,0.00020
clear-night,68,0
clear-night,40,0
partly-cloudy-day,55,0
clear-day,52,0
partly-cloudy-day,30,0.00070
partly-cloudy-day,47,0.00040
clear-night,34,0
clear-day,38,0.00010
partly-cloudy-day,78,0
clear-day,45,0
clear-night,72,0
clear-day,81,0.0042
partly-cloudy-night,56,0
rain,57,0.06
rain,45,0.0875
partly-cloudy-night,69,0
partly-cloudy-night,46,0
partly-cloudy-night,63,0
clear-night,52,0
partly-cloudy-day,41,0.00050
clear-day,80,0
partly-cloudy-day,35,0.0199
partly-cloudy-day,44,0.0015
clear-night,38,0.00040
partly-cloudy-day,41,0.0115
clear-day,60,0
rain,58,0.0451
clear-night,25,0
clear-day,34,0
clear-night,40,0
partly-cloudy-day,60,0
clear-day,70,0
partly-cloudy-day,53,0
rain,65,0.0796
clear-night,63,0
partly-cloudy-day,67,0
partly-cloudy-day,52,0
partly-cloudy-day,34,0
clear-day,61,0
clear-night,28,0
clear-night,36,0
clear-night,58,0
clear-night,33,0
rain,47,0.3613
clear-day,85,0
partly-cloudy-day,65,0
cloudy,52,0.00020
fog,64,0.001
clear-day,58,0
partly-cloudy-day,77,0.00070
clear-night,31,0
clear-night,36,0
snow,31,0.0187
partly-cloudy-night,33,0
clear-night,60,0
clear-night,47,0
partly-cloudy-day,43,0.00010
cloudy,61,0
partly-cloudy-night,64,0
partly-cloudy-night,47,0
cloudy,36,0
clear-day,44,0
clear-day,77,0
clear-night,37,0
clear-day,35,0
partly-cloudy-night,36,0
clear-night,45,0.00020
partly-cloudy-day,62,0
clear-night,36,0
partly-cloudy-day,42,0
cloudy,52,0
clear-day,51,0
clear-day,76,0.00040
